Archive,Area,Scope,Class,FileKind,Chips/Keywords,SizeBytes,SizeKiB,Extension,Path
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",11652,11.38,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/ssl_ticket.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",203313,198.55,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/ssl_tls.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",4034,3.94,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/threading.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",12073,11.79,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/timing.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",1333,1.3,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/version.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",22158,21.64,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/version_features.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",24309,23.74,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",9075,8.86,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509_create.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",16201,15.82,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509_crl.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",57197,55.86,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509_crt.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",9571,9.35,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509_csr.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",13087,12.78,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509write_crt.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",7038,6.87,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/x509write_csr.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192cd WLAN driver,source/header,"RTL8192CD, WPA3",6766,6.61,.c,sdk/openwrt-21.02/target/linux/linux-4.4/drivers/net/wireless/realtek/rtl8192cd/wpa3/src_mbedtls/mbedtls/library/xtea.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,other,RTL8192FE,2942,2.87,[no ext],sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/.config
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,20485,20.0,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/1x_kmsm_aes.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,50375,49.19,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/1x_kmsm_hmac.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,12926,12.62,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/1x_md5c.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,1793,1.75,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/1x_md5c.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,11608,11.34,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/1x_rc4.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,3716,3.63,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/1x_rc4.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8188E, RTL8192FE",58938,57.56,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8188e_hw.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8188E, RTL8192FE",66898,65.33,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8188e_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192C, RTL8192FE",131695,128.61,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192c_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",270110,263.78,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",18272,17.84,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_11h.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",15509,15.15,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_11r_cli.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1195,1.17,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_11r_cli.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",73016,71.3,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_11v.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",4414,4.31,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_11v.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",26772,26.14,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_a4_sta.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",43654,42.63,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_aes.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",85710,83.7,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_br_ext.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1037,1.01,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_br_ext.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",146462,143.03,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_cfg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"CFG80211, RTL8192CD, RTL8192FE",231506,226.08,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_cfg80211.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"CFG80211, RTL8192CD, RTL8192FE",13206,12.9,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_cfg80211.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",97641,95.35,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_comapi.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",2655,2.59,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_comapi.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",6984,6.82,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_debug.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",12867,12.57,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_debug.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",107997,105.47,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_dfs.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",84835,82.85,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_dfs_det.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",7672,7.49,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_dmem.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1316,1.29,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_dmem.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",15901,15.53,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_eeprom.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",175702,171.58,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_headers.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",70885,69.22,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_host.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1154224,1127.17,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_hw.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",40898,39.94,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_hw.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",726986,709.95,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_ioctl.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",33773,32.98,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_led.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1230,1.2,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_log.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",11166,10.9,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_mbo.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",2327,2.27,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_mbo.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",30748,30.03,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_mib.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",2448,2.39,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_mib.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",331572,323.8,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_mp.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",90968,88.84,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_multi_ap.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",63838,62.34,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_net80211.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1700,1.66,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_net80211.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",4114,4.02,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_netlink.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",774,0.76,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_netlink.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",672572,656.81,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_osdep.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",170987,166.98,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_p2p.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",17761,17.34,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_p2p.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",35657,34.82,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_phyreg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",423587,413.66,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_proc.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",783,0.76,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_profile.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",253177,247.24,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_psk.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",16216,15.84,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_psk.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",55464,54.16,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_psk_hapd.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",25216,24.62,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_pwrctrl.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",2929,2.86,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_pwrctrl.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",161821,158.03,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_rx.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",4262,4.16,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_rx.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",2161,2.11,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_rx_d2h.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",113916,111.25,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_security.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",28874,28.2,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_security.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",43839,42.81,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_smart_roaming.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",1364130,1332.16,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_sme.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",96620,94.36,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_sta_control.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",25377,24.78,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_tdma.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",35701,34.86,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_tkip.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",24401,23.83,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_triband.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",80947,79.05,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_tx.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",2575,2.51,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_tx.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",20466,19.99,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_tx_h2d.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",415172,405.44,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_util.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192CD, RTL8192FE",68319,66.72,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192cd_util.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192D, RTL8192FE",29540,28.85,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192d_hw.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192D, RTL8192FE",24312,23.74,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192d_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192E, RTL8192FE",22711,22.18,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8192e_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192FE, RTL8723B",66923,65.35,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8723b_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192FE, RTL8812",123476,120.58,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8812_hw.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192FE, RTL8812",64137,62.63,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8812_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192FE, RTL8812",25959,25.35,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8812_vht_gen.c
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192FE, RTL8812",1910,1.87,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8812_vht_gen.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,"RTL8192FE, RTL8821C",20859,20.37,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8821c_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,20859,20.37,.h,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/8822b_reg.h
sdk_GPL_MR62X,WLAN,target-specific / likely relevant,Realtek rtl8192fe/rtl8192cd backports driver,source/header,RTL8192FE,127146,124.17,.c,sdk/openwrt-21.02/package/backports/src/drivers/net/wireless/realtek/rtl8192fe/Beamforming.c
